seed,scenario,criterion,model,score,weight,selected
8,redundant_parameterization,aic,SIR,32.93831112748907,0.746176668462734,1
8,redundant_parameterization,aic,Redundant-SIR,40.93831112748907,0.013666702406762161,0
8,redundant_parameterization,aic,Duplicate-UDE,47.85883774954599,0.0004294281161734574,0
8,redundant_parameterization,aic,TV-SIR,35.20923268499049,0.23972720101433043,0
8,redundant_parameterization,bic,SIR,35.02735600293592,0.8966038077791987,1
8,redundant_parameterization,bic,Redundant-SIR,47.20544575382961,0.002033115210383672,0
8,redundant_parameterization,bic,Duplicate-UDE,58.304062126780224,7.909118194123444e-06,0
8,redundant_parameterization,bic,TV-SIR,39.38732243588418,0.10135516789222346,0
8,redundant_parameterization,gic_eff,SIR,34.995912390698834,0.3113329369243095,0
8,redundant_parameterization,gic_eff,Redundant-SIR,34.93365901175294,0.32117609837310385,0
8,redundant_parameterization,gic_eff,Duplicate-UDE,34.916075193527305,0.32401229897890116,1
8,redundant_parameterization,gic_eff,TV-SIR,38.9330973939851,0.04347866572368546,0
8,redundant_parameterization,gic_aic,SIR,32.917655269054606,0.27584716926752917,0
8,redundant_parameterization,gic_aic,Redundant-SIR,32.87675993639124,0.2815456620356554,0
8,redundant_parameterization,gic_aic,Duplicate-UDE,32.4948603694078,0.34078249446690784,1
8,redundant_parameterization,gic_aic,TV-SIR,34.91084431624604,0.10182467422990768,0
8,redundant_parameterization,cv,SIR,2.6599479452062607,0.24539500329896577,0
8,redundant_parameterization,cv,Redundant-SIR,2.6599479452062704,0.24539500329896458,0
8,redundant_parameterization,cv,Duplicate-UDE,2.5576878777354337,0.25826836128516023,1
8,redundant_parameterization,cv,TV-SIR,2.615245544989568,0.25094163211690934,0
9,redundant_parameterization,aic,SIR,13.53206526835391,0.8326918751428205,1
9,redundant_parameterization,aic,Redundant-SIR,21.532065268353904,0.015251283690698883,0
9,redundant_parameterization,aic,Duplicate-UDE,29.379927740891745,0.0003014148993149738,0
9,redundant_parameterization,aic,TV-SIR,16.936852245776418,0.15175542626716573,0
9,redundant_parameterization,bic,SIR,15.621110143800756,0.9377358003279102,1
9,redundant_parameterization,bic,Redundant-SIR,27.799199894694446,0.0021263850347571674,0
9,redundant_parameterization,bic,Duplicate-UDE,39.82515211812597,5.202829115889258e-06,0
9,redundant_parameterization,bic,TV-SIR,21.11494199667011,0.06013261180821681,0
9,redundant_parameterization,gic_eff,SIR,15.589666531563676,0.3616081703870344,0
9,redundant_parameterization,gic_eff,Redundant-SIR,15.527413152617768,0.37304084319540054,1
9,redundant_parameterization,gic_eff,Duplicate-UDE,16.437165184873052,0.23670435062977604,0
9,redundant_parameterization,gic_eff,TV-SIR,20.66071695477103,0.028646635787788945,0
9,redundant_parameterization,gic_aic,SIR,13.511409409919448,0.3325475378213039,0
9,redundant_parameterization,gic_aic,Redundant-SIR,13.47051407725607,0.3394173554248897,1
9,redundant_parameterization,gic_aic,Duplicate-UDE,14.015950360753557,0.25840092337911,0
9,redundant_parameterization,gic_aic,TV-SIR,16.63846387703197,0.06963418337469636,0
9,redundant_parameterization,cv,SIR,0.7186522005275733,0.25645186444634244,1
9,redundant_parameterization,cv,Redundant-SIR,0.7186522005275734,0.2564518644463424,1
9,redundant_parameterization,cv,Duplicate-UDE,0.7964738258158268,0.24666476088998462,0
